ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
85509,7000.00,7000.00,0.10,36 months,other,0.24,CA,MORTGAGE,10250,705-709,15.00,43306.00,0.00,2 years
90826,13000.00,13000.00,0.14,36 months,credit_card,0.16,CT,RENT,3250,675-679,6.00,6930.00,0.00,2 years
13809,9500.00,9475.00,0.16,60 months,credit_card,0.25,CA,RENT,6000,705-709,6.00,14621.00,2.00,10+ years
22090,33500.00,33450.00,0.17,60 months,credit_card,0.15,LA,MORTGAGE,13863.42,705-709,12.00,27874.00,0.00,10+ years
43071,12000.00,12000.00,0.12,36 months,credit_card,0.14,AZ,MORTGAGE,2916.67,680-684,10.00,13576.00,0.00,5 years
8051,25000.00,17250.00,0.15,36 months,debt_consolidation,0.25,FL,RENT,8750,705-709,11.00,20798.00,1.00,< 1 year
27415,35000.00,32117.00,0.17,60 months,debt_consolidation,0.17,LA,RENT,5416.67,745-749,5.00,39934.00,0.00,1 year
82746,8000.00,8000.00,0.16,36 months,credit_card,0.11,OK,MORTGAGE,4583.33,675-679,13.00,4084.00,3.00,2 years
95522,17475.00,17450.00,0.12,36 months,debt_consolidation,0.15,NC,MORTGAGE,4500,680-684,10.00,12588.00,0.00,10+ years
70785,8875.00,8875.00,0.13,36 months,other,0.30,TX,OWN,2166.67,700-704,9.00,6797.00,1.00,2 years
47887,12100.00,12100.00,0.14,36 months,debt_consolidation,0.13,FL,RENT,5000,690-694,8.00,12026.00,0.00,4 years
39996,8000.00,8000.00,0.12,36 months,debt_consolidation,0.10,NY,RENT,3750,705-709,8.00,16212.00,2.00,6 years
53930,10000.00,10000.00,0.16,36 months,debt_consolidation,0.21,TX,RENT,5541.67,670-674,14.00,10443.00,1.00,9 years
44836,10000.00,10000.00,0.19,36 months,credit_card,0.06,FL,RENT,5416.67,670-674,8.00,9783.00,2.00,3 years
38774,18000.00,17994.46,0.10,36 months,debt_consolidation,0.12,WA,MORTGAGE,3333.33,725-729,13.00,10416.00,2.00,5 years
77919,19600.00,19575.00,0.16,36 months,other,0.29,NY,RENT,4166.67,680-684,17.00,22053.00,1.00,3 years
16680,16000.00,16000.00,0.13,36 months,debt_consolidation,0.16,CA,MORTGAGE,3600,700-704,9.00,26357.00,2.00,3 years
9618,24000.00,21963.64,0.11,36 months,home_improvement,0.19,GA,MORTGAGE,12500,740-744,11.00,45989.00,0.00,10+ years
88332,28000.00,28000.00,0.08,36 months,debt_consolidation,0.19,OH,MORTGAGE,14166.67,730-734,10.00,49026.00,0.00,10+ years
97264,25000.00,25000.00,0.16,60 months,debt_consolidation,0.24,CA,OWN,7750,700-704,10.00,20215.00,5.00,2 years
67349,1625.00,1625.00,0.15,36 months,major_purchase,0.04,TX,OWN,1666.67,745-749,3.00,1759.00,4.00,3 years
104166,8000.00,8000.00,0.15,60 months,credit_card,0.06,NJ,MORTGAGE,4833.33,675-679,8.00,9676.00,4.00,6 years
75525,17500.00,17475.00,0.14,36 months,debt_consolidation,0.35,NY,RENT,3750,690-694,6.00,18485.00,0.00,1 year
78827,6000.00,6000.00,0.13,36 months,credit_card,0.17,OH,MORTGAGE,4166.67,670-674,9.00,4500.00,0.00,< 1 year
83373,6000.00,6000.00,0.08,36 months,credit_card,0.34,WI,RENT,4116.67,705-709,16.00,33746.00,0.00,1 year
73881,20375.00,20375.00,0.14,60 months,debt_consolidation,0.23,CA,MORTGAGE,5416.67,740-744,17.00,20980.00,2.00,10+ years
92954,16200.00,16200.00,0.09,36 months,debt_consolidation,0.23,NY,MORTGAGE,4666.67,725-729,8.00,15503.00,0.00,7 years
94839,10000.00,10000.00,0.11,36 months,credit_card,0.20,PA,RENT,3916.67,720-724,9.00,6395.00,1.00,2 years
14108,25000.00,24975.00,0.15,36 months,credit_card,0.16,NY,RENT,7250,705-709,6.00,10770.00,2.00,10+ years
50756,24000.00,24000.00,0.12,36 months,wedding,0.23,TX,RENT,8750,715-719,12.00,29683.00,0.00,9 years
102226,7200.00,5675.00,0.15,36 months,debt_consolidation,0.10,CA,RENT,4500,645-649,7.00,6572.00,1.00,6 years
98972,9000.00,9000.00,0.16,36 months,debt_consolidation,0.23,OH,MORTGAGE,3250,665-669,9.00,16480.00,0.00,3 years
83422,30000.00,30000.00,0.22,60 months,debt_consolidation,0.20,NY,MORTGAGE,7916.67,690-694,9.00,4202.00,3.00,n/a
20772,1675.00,1675.00,0.11,36 months,debt_consolidation,0.05,CA,RENT,2080,690-694,4.00,1466.00,0.00,3 years
33500,13000.00,12875.00,0.12,36 months,debt_consolidation,0.16,NJ,RENT,6932.92,685-689,21.00,27852.00,0.00,9 years
84001,9000.00,9000.00,0.13,36 months,credit_card,0.24,GA,MORTGAGE,4229.17,685-689,11.00,7496.00,0.00,1 year
101612,3000.00,2275.00,0.14,36 months,educational,0.02,FL,OWN,588.5,640-644,4.00,469.00,0.00,8 years
71751,12000.00,12000.00,0.15,36 months,debt_consolidation,0.33,CA,RENT,5500,680-684,21.00,13559.00,1.00,3 years
60832,7200.00,7200.00,0.08,36 months,debt_consolidation,0.22,TX,RENT,4300,710-714,7.00,33189.00,0.00,10+ years
83786,6000.00,6000.00,0.16,36 months,medical,0.08,NY,RENT,5000,670-674,7.00,14784.00,1.00,10+ years
15383,23000.00,21457.14,0.07,60 months,debt_consolidation,0.12,NH,MORTGAGE,4583.33,760-764,6.00,17695.00,2.00,4 years
20433,10000.00,10000.00,0.10,36 months,credit_card,0.18,NY,RENT,7500,705-709,8.00,52045.00,0.00,10+ years
694,10000.00,8175.26,0.09,36 months,debt_consolidation,0.06,GA,MORTGAGE,7500,730-734,16.00,18343.00,0.00,7 years
40081,5375.00,5375.00,0.12,36 months,debt_consolidation,0.29,KY,MORTGAGE,2166.67,720-724,5.00,15475.00,1.00,8 years
103708,4800.00,4800.00,0.08,36 months,debt_consolidation,0.24,FL,MORTGAGE,3750,710-714,19.00,114509.00,0.00,n/a
10264,15200.00,6800.00,0.16,60 months,home_improvement,0.19,DC,MORTGAGE,12083.33,690-694,20.00,19712.00,2.00,2 years
9928,15000.00,14775.00,0.10,36 months,credit_card,0.06,CA,MORTGAGE,9166.67,720-724,13.00,14887.00,0.00,5 years
94795,9600.00,9600.00,0.11,36 months,debt_consolidation,0.21,NV,MORTGAGE,3833.33,705-709,9.00,44403.00,1.00,5 years
51394,10000.00,10000.00,0.07,36 months,home_improvement,0.03,NY,RENT,13166.67,735-739,13.00,5643.00,0.00,2 years
38378,6000.00,6000.00,0.16,36 months,debt_consolidation,0.25,CA,MORTGAGE,3264,660-664,13.00,6347.00,1.00,10+ years
87148,6625.00,6600.00,0.11,36 months,credit_card,0.10,PA,OWN,1916.67,690-694,10.00,5449.00,0.00,n/a
6045,24250.00,23985.41,0.12,36 months,debt_consolidation,0.18,CA,MORTGAGE,8910.42,740-744,16.00,81940.00,0.00,10+ years
102308,5000.00,4446.50,0.12,36 months,debt_consolidation,0.21,IL,RENT,2500,685-689,14.00,14536.00,4.00,3 years
62160,3000.00,3000.00,0.17,36 months,credit_card,0.23,NY,RENT,2750,660-664,9.00,7648.00,3.00,4 years
23686,1500.00,1500.00,0.13,36 months,major_purchase,0.21,TX,MORTGAGE,7083.33,670-674,8.00,4665.00,1.00,6 years
24517,6000.00,6000.00,0.13,60 months,debt_consolidation,0.14,KY,RENT,3458,690-694,6.00,2072.00,0.00,10+ years
77673,18625.00,18625.00,0.20,60 months,credit_card,0.23,AL,RENT,4000,680-684,15.00,26050.00,2.00,9 years
2987,7000.00,6775.00,0.09,36 months,debt_consolidation,0.08,CA,RENT,5000,745-749,6.00,3337.00,1.00,< 1 year
72764,25000.00,25000.00,0.14,36 months,debt_consolidation,0.19,CA,RENT,6083.33,700-704,19.00,14666.00,0.00,10+ years
40357,15000.00,15000.00,0.15,36 months,debt_consolidation,0.16,WV,RENT,6666.67,680-684,11.00,23226.00,1.00,2 years
73060,12000.00,12000.00,0.07,36 months,credit_card,0.14,MA,MORTGAGE,7125,775-779,15.00,20639.00,1.00,5 years
74445,6900.00,6900.00,0.08,36 months,home_improvement,0.14,MI,OWN,2750,710-714,14.00,4087.00,0.00,6 years
26087,10000.00,10000.00,0.11,36 months,debt_consolidation,0.10,NY,OWN,8333.33,730-734,5.00,35968.00,1.00,10+ years
70412,3200.00,3200.00,0.10,36 months,debt_consolidation,0.16,CA,MORTGAGE,3750,705-709,9.00,4283.00,1.00,6 years
40753,12000.00,12000.00,0.15,36 months,credit_card,0.16,PA,OWN,2516.67,670-674,9.00,2174.00,2.00,5 years
15197,25000.00,15675.00,0.10,60 months,home_improvement,0.16,CA,MORTGAGE,3333.33,765-769,6.00,22713.00,1.00,10+ years
85461,8500.00,8500.00,0.10,36 months,credit_card,0.11,NV,MORTGAGE,6091.83,710-714,18.00,10568.00,0.00,3 years
89473,6800.00,6800.00,0.16,36 months,debt_consolidation,0.15,NC,RENT,2708.33,680-684,5.00,2964.00,0.00,1 year
89683,16000.00,15925.00,0.06,36 months,debt_consolidation,0.14,CA,MORTGAGE,7333.33,780-784,11.00,71838.00,1.00,10+ years
80198,10000.00,10000.00,0.13,36 months,debt_consolidation,0.29,TX,MORTGAGE,8750,700-704,13.00,11125.00,2.00,< 1 year
102503,3600.00,0.00,0.13,36 months,other,0.09,OK,RENT,6290,655-659,7.00,3453.00,0.00,< 1 year
59807,10000.00,10000.00,0.15,36 months,debt_consolidation,0.15,CA,RENT,3750,680-684,18.00,13051.00,1.00,5 years
26877,4000.00,4000.00,0.15,36 months,other,0.11,MA,RENT,2916.67,670-674,6.00,1651.00,1.00,6 years
81422,20000.00,20000.00,0.19,36 months,debt_consolidation,0.17,CA,RENT,8333.33,675-679,9.00,31870.00,2.00,< 1 year
86201,20000.00,20000.00,0.13,36 months,credit_card,0.15,NY,RENT,14166.67,695-699,17.00,34115.00,0.00,3 years
6611,25000.00,24798.43,0.13,36 months,debt_consolidation,0.19,MA,RENT,6666.67,720-724,13.00,31890.00,1.00,1 year
14851,19000.00,18725.00,0.11,60 months,home_improvement,0.06,MD,MORTGAGE,7500,775-779,12.00,1142.00,1.00,8 years
94183,8000.00,8000.00,0.18,36 months,debt_consolidation,0.23,OH,OWN,5000,670-674,17.00,18248.00,1.00,10+ years
31200,28000.00,28000.00,0.16,36 months,debt_consolidation,0.06,GA,MORTGAGE,6250,695-699,6.00,11923.00,1.00,3 years
20467,10000.00,9924.07,0.07,36 months,medical,0.05,NY,RENT,6083.33,730-734,10.00,7337.00,1.00,3 years
4587,11200.00,11150.00,0.14,36 months,home_improvement,0.18,CT,MORTGAGE,2773.33,680-684,6.00,6720.00,3.00,5 years
60833,6000.00,6000.00,0.12,36 months,credit_card,0.31,CT,MORTGAGE,4166.67,695-699,8.00,13250.00,1.00,n/a
55180,9175.00,9175.00,0.14,36 months,credit_card,0.19,IL,MORTGAGE,7083.33,675-679,8.00,25639.00,0.00,8 years
8626,10000.00,9850.00,0.11,36 months,other,0.19,VA,MORTGAGE,9150,705-709,16.00,43256.00,2.00,10+ years
56446,17000.00,17000.00,0.10,36 months,debt_consolidation,0.24,NJ,RENT,5416.67,740-744,16.00,5992.00,4.00,10+ years
64339,15000.00,15000.00,0.14,36 months,debt_consolidation,0.27,TX,MORTGAGE,7500,680-684,13.00,27872.00,0.00,10+ years
76078,30000.00,30000.00,0.23,60 months,debt_consolidation,0.31,HI,RENT,7500,685-689,12.00,29756.00,0.00,10+ years
71268,5000.00,5000.00,0.08,36 months,debt_consolidation,0.22,TX,MORTGAGE,4166.67,725-729,8.00,15502.00,1.00,n/a
77240,7625.00,7625.00,0.18,36 months,credit_card,0.16,NC,RENT,3166.67,670-674,4.00,8030.00,0.00,5 years
74320,8525.00,8525.00,0.10,36 months,debt_consolidation,0.26,MT,MORTGAGE,4583.33,705-709,8.00,31398.00,0.00,10+ years
66454,10000.00,9975.00,0.14,36 months,debt_consolidation,0.13,CA,MORTGAGE,3625,690-694,10.00,8464.00,2.00,< 1 year
96413,10375.00,10375.00,0.20,36 months,debt_consolidation,0.05,CT,RENT,4166.67,665-669,9.00,6122.00,1.00,5 years
38492,20000.00,19950.00,0.11,60 months,debt_consolidation,0.24,KS,OWN,5200,745-749,11.00,15709.00,0.00,10+ years
47745,6000.00,6000.00,0.08,36 months,major_purchase,0.20,PA,MORTGAGE,7750,725-729,16.00,7533.00,1.00,8 years
69983,2000.00,2000.00,0.08,36 months,major_purchase,0.25,TX,MORTGAGE,4333.33,765-769,10.00,2792.00,4.00,10+ years
44282,23850.00,23820.25,0.21,60 months,other,0.19,NY,MORTGAGE,4250,690-694,23.00,37251.00,0.00,4 years
25600,12000.00,12000.00,0.20,60 months,debt_consolidation,0.16,NV,RENT,3376,665-669,12.00,8437.00,1.00,4 years
13609,17500.00,17500.00,0.13,60 months,debt_consolidation,0.23,MD,RENT,3500,735-739,6.00,17734.00,0.00,< 1 year
68821,11500.00,11475.00,0.11,36 months,credit_card,0.28,CA,RENT,2750,700-704,6.00,9079.00,0.00,5 years
3508,2000.00,2000.00,0.16,36 months,medical,0.03,OR,RENT,2000,665-669,8.00,0.00,0.00,< 1 year
101596,5000.00,4525.00,0.07,36 months,other,0.01,NY,NONE,NA,800-804,NA,NA,NA,< 1 year
45453,20000.00,19975.00,0.23,60 months,credit_card,0.24,NV,MORTGAGE,5666.67,665-669,15.00,18451.00,0.00,7 years
24980,10000.00,10000.00,0.14,36 months,debt_consolidation,0.18,CA,RENT,4166.67,680-684,9.00,10545.00,1.00,3 years
80904,12000.00,12000.00,0.15,36 months,debt_consolidation,0.22,VA,RENT,6416.67,680-684,20.00,11583.00,2.00,2 years
47958,14000.00,14000.00,0.07,36 months,credit_card,0.29,NY,RENT,4250,745-749,16.00,1850.00,1.00,8 years
83906,19400.00,19400.00,0.14,36 months,debt_consolidation,0.16,MA,MORTGAGE,4583.33,680-684,12.00,12434.00,0.00,7 years
22718,3300.00,3300.00,0.10,36 months,small_business,0.05,AL,RENT,3125,690-694,8.00,2623.00,0.00,7 years
82406,16450.00,16450.00,0.11,36 months,debt_consolidation,0.08,NC,RENT,7500,725-729,5.00,2928.00,0.00,1 year
47896,26500.00,26450.00,0.18,60 months,debt_consolidation,0.04,WA,RENT,4416.67,720-724,3.00,7628.00,1.00,3 years
39867,10000.00,10000.00,0.12,36 months,other,0.13,NJ,RENT,5800,710-714,9.00,4214.00,0.00,3 years
71136,14500.00,14500.00,0.14,36 months,debt_consolidation,0.28,MI,MORTGAGE,6250,705-709,9.00,46129.00,0.00,10+ years
19548,4000.00,4000.00,0.11,36 months,debt_consolidation,0.02,KS,RENT,2900,695-699,13.00,1869.00,1.00,n/a
1677,8000.00,3862.32,0.12,36 months,other,0.13,GA,MORTGAGE,12500,695-699,10.00,93265.00,1.00,10+ years
27623,8000.00,8000.00,0.11,36 months,debt_consolidation,0.17,PA,RENT,2500,705-709,13.00,7027.00,1.00,3 years
22510,2500.00,2500.00,0.10,36 months,debt_consolidation,0.24,NJ,RENT,2000,705-709,10.00,1523.00,0.00,2 years
2746,4200.00,3969.90,0.14,36 months,home_improvement,0.05,OH,MORTGAGE,1558.42,675-679,6.00,2255.00,1.00,< 1 year
39468,8250.00,8086.75,0.16,60 months,home_improvement,0.16,NY,MORTGAGE,2917,695-699,13.00,4479.00,1.00,2 years
87150,21700.00,21700.00,0.15,36 months,credit_card,0.14,CA,MORTGAGE,5147.17,695-699,6.00,8795.00,2.00,n/a
50602,10000.00,10000.00,0.06,36 months,debt_consolidation,0.25,OH,MORTGAGE,2940.25,755-759,8.00,5904.00,0.00,10+ years
28574,5000.00,5000.00,0.07,36 months,home_improvement,0.16,VA,MORTGAGE,18750,745-749,10.00,129071.00,0.00,10+ years
56604,12800.00,12800.00,0.15,36 months,vacation,0.18,TX,RENT,10000,680-684,13.00,5792.00,1.00,10+ years
85644,10000.00,10000.00,0.10,36 months,debt_consolidation,0.09,TX,MORTGAGE,3333.33,725-729,8.00,8940.00,2.00,n/a
44394,35000.00,34975.00,0.09,36 months,debt_consolidation,0.18,LA,OWN,8750,775-779,8.00,31600.00,3.00,< 1 year
101205,32000.00,32000.00,0.24,60 months,moving,0.08,NC,MORTGAGE,16666.67,700-704,5.00,50330.00,2.00,8 years
103405,10000.00,9975.00,0.15,36 months,debt_consolidation,0.12,FL,MORTGAGE,5250,675-679,4.00,3035.00,5.00,2 years
22315,7000.00,6875.00,0.10,36 months,home_improvement,0.02,CO,RENT,2375,745-749,3.00,922.00,0.00,< 1 year
98029,3200.00,3200.00,0.17,36 months,home_improvement,0.08,HI,MORTGAGE,2500,670-674,7.00,6619.00,1.00,3 years
65113,6500.00,6500.00,0.09,36 months,credit_card,0.31,CO,MORTGAGE,6000,740-744,14.00,61865.00,2.00,< 1 year
60512,20000.00,20000.00,0.14,60 months,debt_consolidation,0.16,CA,RENT,7083.33,720-724,8.00,17270.00,0.00,5 years
87571,12000.00,12000.00,0.12,36 months,debt_consolidation,0.10,CA,MORTGAGE,11166.67,710-714,11.00,19643.00,1.00,3 years
98428,12000.00,12000.00,0.20,36 months,credit_card,0.29,IL,RENT,3980.33,660-664,12.00,19234.00,2.00,5 years
29116,8400.00,8400.00,0.11,36 months,debt_consolidation,0.25,CA,MORTGAGE,7583,700-704,9.00,342.00,0.00,< 1 year
43487,5500.00,5500.00,0.13,36 months,credit_card,0.19,VA,RENT,1800,670-674,6.00,12567.00,0.00,4 years
46458,14100.00,14100.00,0.19,36 months,debt_consolidation,0.23,AL,OWN,3000,665-669,7.00,12114.00,1.00,10+ years
92038,22750.00,22750.00,0.22,60 months,home_improvement,0.29,CO,OWN,4333.33,670-674,15.00,11567.00,1.00,1 year
63651,4500.00,4500.00,0.11,36 months,credit_card,0.10,CT,RENT,2916.67,685-689,13.00,4265.00,0.00,4 years
94514,12000.00,12000.00,0.08,36 months,debt_consolidation,0.15,CO,RENT,5666.67,775-779,7.00,12094.00,0.00,10+ years
34282,30000.00,29975.00,0.19,60 months,debt_consolidation,0.04,CA,MORTGAGE,5833.33,720-724,7.00,9249.00,0.00,7 years
66425,16000.00,16000.00,0.21,60 months,small_business,0.26,NY,MORTGAGE,5000,670-674,14.00,10881.00,0.00,5 years
69300,6250.00,6250.00,0.08,36 months,debt_consolidation,0.08,IL,RENT,1916.67,720-724,6.00,3295.00,0.00,1 year
24038,9250.00,9250.00,0.19,60 months,debt_consolidation,0.19,AK,MORTGAGE,4448,660-664,9.00,22704.00,0.00,10+ years
22259,10000.00,10000.00,0.13,36 months,debt_consolidation,0.14,IL,RENT,2500,690-694,6.00,10481.00,1.00,< 1 year
85686,10000.00,10000.00,0.14,36 months,small_business,0.15,NY,RENT,5000,675-679,7.00,4762.00,0.00,4 years
84476,19000.00,19000.00,0.15,60 months,debt_consolidation,0.28,FL,RENT,3617.21,705-709,8.00,25692.00,0.00,3 years
101515,3500.00,225.00,0.10,36 months,other,0.10,NY,RENT,15000,685-689,NA,NA,NA,< 1 year
71766,3000.00,2975.00,0.09,36 months,debt_consolidation,0.32,FL,RENT,1000,700-704,7.00,9730.00,0.00,n/a
59277,2500.00,2500.00,0.15,36 months,debt_consolidation,0.24,FL,OWN,5130.42,670-674,13.00,5942.00,2.00,4 years
82223,3600.00,3600.00,0.16,36 months,debt_consolidation,0.25,NY,OWN,3666.67,665-669,16.00,11927.00,3.00,10+ years
33095,5000.00,5000.00,0.16,36 months,moving,0.14,NY,RENT,8166.67,660-664,7.00,7900.00,1.00,10+ years
43203,24000.00,23947.48,0.19,60 months,debt_consolidation,0.04,CA,RENT,7500,695-699,6.00,8568.00,1.00,10+ years
74186,12700.00,12700.00,0.11,36 months,debt_consolidation,0.11,NJ,OWN,3333.33,705-709,6.00,8948.00,0.00,< 1 year
91562,8000.00,8000.00,0.11,36 months,credit_card,0.06,DE,MORTGAGE,4333.33,710-714,5.00,11822.00,2.00,10+ years
21688,5000.00,5000.00,0.17,60 months,car,0.04,WI,MORTGAGE,3000,680-684,4.00,760.00,1.00,10+ years
53042,6600.00,6600.00,0.06,36 months,home_improvement,0.17,NC,MORTGAGE,6250,750-754,14.00,17258.00,0.00,10+ years
83773,21850.00,21850.00,0.16,36 months,credit_card,0.26,NJ,RENT,10000,690-694,20.00,43173.00,1.00,4 years
62753,1200.00,1200.00,0.16,36 months,debt_consolidation,0.10,FL,RENT,3833.33,665-669,10.00,6520.00,1.00,10+ years
91853,24000.00,24000.00,0.08,36 months,debt_consolidation,0.14,GA,MORTGAGE,7233.33,705-709,6.00,26039.00,0.00,< 1 year
89378,7750.00,7750.00,0.13,36 months,credit_card,0.27,TX,MORTGAGE,4208.33,660-664,14.00,11840.00,0.00,2 years
35740,30000.00,30000.00,0.08,36 months,major_purchase,0.01,NY,OWN,10416.67,785-789,6.00,740.00,0.00,5 years
99247,14075.00,14075.00,0.16,36 months,debt_consolidation,0.11,NY,MORTGAGE,10416.67,700-704,10.00,7653.00,3.00,10+ years
24454,2500.00,2500.00,0.11,60 months,other,0.02,MD,OWN,3958,745-749,4.00,3417.00,0.00,2 years
31943,11600.00,11600.00,0.07,36 months,debt_consolidation,0.09,CA,RENT,5833.33,735-739,8.00,2671.00,1.00,< 1 year
30560,21600.00,20550.00,0.11,36 months,major_purchase,0.09,CA,MORTGAGE,9000,720-724,16.00,43362.00,0.00,10+ years
49263,18000.00,18000.00,0.21,60 months,debt_consolidation,0.16,NY,RENT,6500,665-669,10.00,4256.00,0.00,10+ years
11875,8000.00,8000.00,0.10,36 months,debt_consolidation,0.02,CA,RENT,2800,720-724,5.00,2186.00,0.00,3 years
62035,4000.00,4000.00,0.12,36 months,small_business,0.18,AL,RENT,2250,680-684,7.00,1955.00,0.00,< 1 year
65041,12000.00,11975.00,0.07,36 months,major_purchase,0.01,CA,RENT,9666.67,750-754,5.00,4693.00,0.00,1 year
40616,15000.00,15000.00,0.13,36 months,car,0.10,VA,RENT,3000,705-709,9.00,7005.00,1.00,4 years
55999,8600.00,8600.00,0.14,36 months,credit_card,0.09,CA,RENT,4500,680-684,6.00,11183.00,0.00,5 years
28276,16000.00,13150.00,0.08,36 months,credit_card,0.10,FL,RENT,5416.67,735-739,15.00,15119.00,0.00,6 years
70001,12000.00,12000.00,0.12,36 months,credit_card,0.20,AL,MORTGAGE,5166.67,710-714,9.00,10054.00,1.00,4 years
57586,2500.00,2500.00,0.17,36 months,other,0.11,OH,MORTGAGE,5833.33,665-669,8.00,14122.00,0.00,8 years
7173,20000.00,19900.00,0.11,36 months,debt_consolidation,0.13,AL,MORTGAGE,2416.67,760-764,5.00,6011.00,0.00,1 year
13279,13000.00,12850.00,0.10,36 months,debt_consolidation,0.12,VA,MORTGAGE,10533.33,725-729,13.00,37252.00,0.00,< 1 year
81914,5000.00,5000.00,0.10,36 months,debt_consolidation,0.25,AL,MORTGAGE,6250,700-704,9.00,33705.00,0.00,6 years
95994,20000.00,19950.00,0.11,36 months,debt_consolidation,0.17,NH,MORTGAGE,6650,715-719,9.00,19955.00,1.00,10+ years
45033,2000.00,2000.00,0.15,36 months,debt_consolidation,0.17,CA,OWN,2083.33,685-689,5.00,2566.00,1.00,5 years
35596,20000.00,20000.00,0.13,36 months,debt_consolidation,0.16,MN,RENT,6166.67,710-714,6.00,22739.00,2.00,< 1 year
49985,20000.00,19925.00,0.12,36 months,credit_card,0.10,TX,RENT,3750,720-724,6.00,15762.00,0.00,2 years
30756,35000.00,34975.00,0.16,60 months,debt_consolidation,0.07,GA,MORTGAGE,10416.67,720-724,7.00,31414.00,0.00,8 years
89741,12000.00,12000.00,0.18,36 months,credit_card,0.10,MA,RENT,3083.33,665-669,10.00,4390.00,0.00,4 years
76324,18000.00,18000.00,0.15,60 months,other,0.23,FL,RENT,5734.08,710-714,13.00,2819.00,0.00,4 years
18447,8000.00,8000.00,0.14,36 months,wedding,0.10,TX,RENT,7758.33,665-669,6.00,12110.00,1.00,2 years
50389,35000.00,35000.00,0.22,60 months,debt_consolidation,0.21,MO,MORTGAGE,7833.33,685-689,14.00,27610.00,1.00,5 years
79363,2100.00,2100.00,0.12,36 months,credit_card,0.26,MN,RENT,2555.16,680-684,8.00,21190.00,0.00,10+ years
49074,12375.00,12375.00,0.14,36 months,debt_consolidation,0.22,KS,MORTGAGE,2083.33,680-684,8.00,12226.00,0.00,3 years
56692,8000.00,8000.00,0.17,36 months,credit_card,0.07,NY,RENT,5833.33,670-674,8.00,5350.00,2.00,4 years
363,10000.00,4082.56,0.13,36 months,small_business,0.06,TX,OWN,10000,660-664,11.00,28653.00,0.00,10+ years
48581,13000.00,13000.00,0.11,36 months,credit_card,0.15,CA,RENT,2166.67,720-724,4.00,11101.00,0.00,3 years
1340,7500.00,6392.86,0.11,36 months,credit_card,0.21,VA,MORTGAGE,7500,745-749,12.00,120338.00,0.00,2 years
84644,12000.00,12000.00,0.14,36 months,debt_consolidation,0.10,NY,MORTGAGE,20833.33,695-699,17.00,23800.00,2.00,4 years
38540,14750.00,14750.00,0.17,60 months,debt_consolidation,0.17,NM,MORTGAGE,2500,685-689,8.00,11003.00,1.00,8 years
54710,20000.00,20000.00,0.14,36 months,debt_consolidation,0.10,CA,RENT,3750,700-704,13.00,9775.00,1.00,10+ years
58027,11000.00,11000.00,0.14,36 months,debt_consolidation,0.13,LA,MORTGAGE,4666.67,675-679,8.00,10482.00,0.00,6 years
35682,13000.00,13000.00,0.14,60 months,debt_consolidation,0.18,WA,RENT,3302,720-724,5.00,15076.00,3.00,4 years
